season_id,season_label,anime_title,is_rerun,kind,index,song_title,artist,youtube_url,youtube_views,youtube_channel,anime_youtube_url,anime_youtube_views,anime_youtube_channel,last_searched_at
5947,2026秋アニメ,夜桜さんちの大作戦 第2期 第2クール,False,ED,1,Shalala,ピラフ星人,https://www.youtube.com/watch?v=Y3NFoDTvt6I,490228,ピラフ星人,https://www.youtube.com/watch?v=X6fNe1uPs9E,431216,NBCUniversal Anime/Music,2026-09-16T09:09:48
5947,2026秋アニメ,夜桜さんちの大作戦 第2期 第2クール,False,ED,2,I’m still breathing,KID PHENOMENON,,,,,,,
5947,2026秋アニメ,弱気MAX令嬢なのに、辣腕婚約者様の賭けに乗ってしまった,False,OP,1,強気MAX宣言,鈴木このみ,,,,,,,
5947,2026秋アニメ,弱気MAX令嬢なのに、辣腕婚約者様の賭けに乗ってしまった,False,ED,1,夜明けまでに,伊藤美来,https://www.youtube.com/watch?v=Pxi9I9R-td8,279640,KADOKAWA Official Channel,https://www.youtube.com/watch?v=Pxi9I9R-td8,279640,KADOKAWA Official Channel,2026-09-16T09:10:07
5947,2026秋アニメ,らんま1/2 第3期,False,OP,1,素直未満,ふみの,,,,,,,
5947,2026秋アニメ,らんま1/2 第3期,False,ED,1,かわいくない,『ユイカ』,https://www.youtube.com/watch?v=ic9XKLWMbCw,839607,『ユイカ』,https://www.youtube.com/watch?v=X-SOSlnkXAc,827382,MAPPA CHANNEL,2026-09-20T09:17:24
5947,2026秋アニメ,ロメリア戦記,False,OP,1,暁に鳴る,超学生,https://www.youtube.com/watch?v=PxXPcoo8uGM,239272,TVアニメ「ロメリア戦記」Official Channel,,,,2026-09-22T09:08:29
5947,2026秋アニメ,ロメリア戦記,False,ED,1,Nightfall feat. Maika Loubté,KOHTA YAMAMOTO,https://www.youtube.com/watch?v=PxXPcoo8uGM,239272,TVアニメ「ロメリア戦記」Official Channel,,,,2026-09-22T09:08:37
5947,2026秋アニメ,わたしの幸せな結婚 特別篇,False,ED,1,プレリュードの手前に ～for me&you～,伊東歌詞太郎,,,,,,,
6212,2027冬アニメ,気になってる人が男じゃなかった,False,OP,1,Breed,Nirvana,https://www.youtube.com/watch?v=J6EDW5WFb2M,8923966,Nirvana,,,,2026-09-16T09:10:50
6212,2027冬アニメ,茉莉花官吏伝,False,OP,1,花噺,KANA-BOON,https://www.youtube.com/watch?v=7ja8PqzctBg,128505,KADOKAWAanime,https://www.youtube.com/watch?v=7ja8PqzctBg,128505,KADOKAWAanime,2026-09-16T09:10:55
